Event_Date,Ship,Observer,Object,Estimate,Exact
6/24/2011,Island Princess,Nat,Boat,2500,2267
6/26/2011,Volendam,Nat,Ice,100,99
6/26/2011,Volendam,Nat,Ice,120,117
6/26/2011,Volendam,Nat,Ice,200,204
6/26/2011,Volendam,Nat,Ice,300,268
6/26/2011,Volendam,Nat,Ice,400,481
6/26/2011,Volendam,Nat,Ice,500,472
6/26/2011,Volendam,Nat,Ice,500,495
6/26/2011,Volendam,Nat,Ice,700,801
6/26/2011,Volendam,Nat,Boat,1200,1018
6/26/2011,Volendam,Nat,Land,1700,1822
6/30/2011,Norwegian Pearl,Nat,,,0
7/1/2011,Zaandam,nat,Ice,150,141
7/1/2011,Zaandam,nat,Ice,200,225
7/1/2011,Zaandam,nat,Ice,300,363
7/1/2011,Zaandam,nat,Ice,600,559
7/1/2011,Zaandam,nat,Ice,600,512
7/1/2011,Zaandam,nat,Ice,600,720
7/1/2011,Zaandam,nat,Ice,1000,982
7/1/2011,Zaandam,nat,kayak,1200,900
7/1/2011,Zaandam,nat,Ice,1800,1827
7/1/2011,Zaandam,nat,Boat,4000,3049
7/8/2011,Island Princess,Nat,Ice,90,81
7/8/2011,Island Princess,Nat,Ice,100,127
7/8/2011,Island Princess,Nat,Ice,130,124
7/8/2011,Island Princess,Nat,Ice,230,227
7/8/2011,Island Princess,Nat,Ice,400,504
7/8/2011,Island Princess,Nat,Ice,500,471
7/8/2011,Island Princess,Nat,Ice,500,428
7/8/2011,Island Princess,Nat,Ice,700,771
7/8/2011,Island Princess,Nat,Boat,700,624
7/8/2011,Island Princess,Nat,Boat,800,710
7/10/2011,Volendam,Nat,Ice,100,116
7/10/2011,Volendam,Nat,Ice,130,135
7/10/2011,Volendam,Nat,Ice,800,827
7/15/2011,Zaandam,Nat,Ice,70,76
7/15/2011,Zaandam,Nat,Ice,150,157
7/15/2011,Zaandam,Nat,Ice,200,175
7/15/2011,Zaandam,Nat,Ice,270,303
7/15/2011,Zaandam,Nat,Ice,300,278
7/15/2011,Zaandam,Nat,Ice,400,364
7/15/2011,Zaandam,Nat,Ice,450,406
7/15/2011,Zaandam,Nat,Ice,550,492
7/15/2011,Zaandam,Nat,Ice,600,784
7/15/2011,Zaandam,Nat,Ice,1300,1677
7/16/2011,Crystal Symphony,Nat,Ice,110,112
7/16/2011,Crystal Symphony,Nat,Ice,220,208
7/16/2011,Crystal Symphony,Nat,Ice,250,276
7/16/2011,Crystal Symphony,Nat,Ice,350,346
7/16/2011,Crystal Symphony,Nat,Ice,500,511
7/16/2011,Crystal Symphony,Nat,Ice,700,927
7/16/2011,Crystal Symphony,Nat,Boat,700,533
7/16/2011,Crystal Symphony,Nat,Land,2400,2362
7/16/2011,Crystal Symphony,Nat,Land,2700,3359
7/17/2011,Volendam,Nat,Ice,80,104
7/17/2011,Volendam,Nat,Ice,140,172
7/17/2011,Volendam,Nat,Ice,200,225
7/17/2011,Volendam,Nat,Ice,250,223
7/17/2011,Volendam,Nat,Ice,400,416
7/17/2011,Volendam,Nat,Ice,600,601
7/17/2011,Volendam,Nat,Ice,600,494
7/17/2011,Volendam,Nat,Ice,700,655
7/17/2011,Volendam,Nat,Ice,800,731
7/18/2011,Diamond Princess,Nat,Ice,290,336
7/18/2011,Diamond Princess,Nat,Ice,500,495
7/18/2011,Diamond Princess,Nat,Ice,600,619
7/18/2011,Diamond Princess,Nat,Ice,1000,1275
7/18/2011,Diamond Princess,Nat,Boat,1000,1131
7/18/2011,Diamond Princess,Nat,Boat,1500,1657
7/18/2011,Diamond Princess,Nat,Boat,2400,2386
7/18/2011,Diamond Princess,Nat,Land,2400,2500
7/18/2011,Diamond Princess,Nat,Land,3000,2384
7/18/2011,Diamond Princess,Nat,Land,4300,4199
7/22/2011,Island Princess,Nat,Ice,110,111
7/22/2011,Island Princess,Nat,Ice,300,332
7/22/2011,Island Princess,Nat,Ice,300,341
7/22/2011,Island Princess,Nat,Ice,350,333
7/22/2011,Island Princess,Nat,Ice,600,614
7/22/2011,Island Princess,Nat,Ice,650,825
7/22/2011,Island Princess,Nat,Ice,700,616
7/22/2011,Island Princess,Nat,Ice,700,676
7/22/2011,Island Princess,Nat,Land,1900,2215
7/22/2011,Island Princess,Nat,Land,2600,2724
7/24/2011,Sea Princess,Nat,,,0
7/29/2011,Zaandam,Nat,Sea Weed,100,119
7/29/2011,Zaandam,Nat,Ice,110,130
7/29/2011,Zaandam,Nat,Ice,150,171
7/29/2011,Zaandam,Nat,Ice,270,290
7/29/2011,Zaandam,Nat,Ice,500,426
7/29/2011,Zaandam,Nat,Land,1200,1608
7/29/2011,Zaandam,Nat,Land,2000,2318
7/29/2011,Zaandam,Nat,Land,2200,2865
7/31/2011,Amsterdam,Nat,Ice,140,143
7/31/2011,Amsterdam,Nat,Ice,180,149
7/31/2011,Amsterdam,Nat,Ice,200,180
7/31/2011,Amsterdam,Nat,Ice,250,228
7/31/2011,Amsterdam,Nat,Ice,300,368
7/31/2011,Amsterdam,Nat,Ice,400,353
7/31/2011,Amsterdam,Nat,Ice,650,839
7/31/2011,Amsterdam,Nat,Land,800,831
7/31/2011,Amsterdam,Nat,Ice,1000,1071
7/31/2011,Amsterdam,Nat,Land,3500,3840
8/1/2011,Diamond Princess,Nat,Ice,250,236
8/1/2011,Diamond Princess,Nat,Ice,340,381
8/1/2011,Diamond Princess,Nat,Ice,350,348
8/1/2011,Diamond Princess,Nat,Ice,450,441
8/1/2011,Diamond Princess,Nat,Ice,500,550
8/1/2011,Diamond Princess,Nat,Ice,500,566
8/1/2011,Diamond Princess,Nat,Ice,550,507
8/1/2011,Diamond Princess,Nat,Land,800,790
8/1/2011,Diamond Princess,Nat,Ice,1000,1053
8/1/2011,Diamond Princess,Nat,Land,2200,2594
8/5/2011,Island Princess,Nat,Ice,150,127
8/5/2011,Island Princess,Nat,Ice,200,252
8/5/2011,Island Princess,Nat,Ice,350,291
8/5/2011,Island Princess,Nat,Ice,350,307
8/5/2011,Island Princess,Nat,Ice,450,377
8/5/2011,Island Princess,Nat,Ice,500,650
8/5/2011,Island Princess,Nat,Ice,600,624
8/5/2011,Island Princess,Nat,Land,1500,1428
8/5/2011,Island Princess,Nat,Land,2500,2529
8/5/2011,Island Princess,Nat,Land,3000,3142
8/8/2011,Crystal Symphony,Nat,Ice,300,268
8/8/2011,Crystal Symphony,Nat,Ice,300,235
8/8/2011,Crystal Symphony,Nat,Ice,300,247
8/8/2011,Crystal Symphony,Nat,Ice,400,321
8/8/2011,Crystal Symphony,Nat,Ice,500,442
8/8/2011,Crystal Symphony,Nat,Ice,600,554
8/8/2011,Crystal Symphony,Nat,Ice,700,770
8/8/2011,Crystal Symphony,Nat,Ice,800,833
8/8/2011,Crystal Symphony,Nat,Ice,900,950
8/8/2011,Crystal Symphony,Nat,Ice,1700,1743
8/14/2011,Volendam,Nat,Ice,75,81
8/14/2011,Volendam,Nat,Ice,130,146
8/14/2011,Volendam,Nat,Ice,180,182
8/14/2011,Volendam,Nat,Ice,300,305
8/14/2011,Volendam,Nat,Ice,500,516
8/14/2011,Volendam,Nat,Ice,700,690
8/14/2011,Volendam,Nat,Ice,800,923
8/14/2011,Volendam,Nat,Land,1200,1047
8/14/2011,Volendam,Nat,Land,2000,1823
8/14/2011,Volendam,Nat,Land,3000,3249
8/17/2011,Zuiderdam,Nat,Boat,700,648
8/17/2011,Zuiderdam,Nat,Land,1200,1538
8/17/2011,Zuiderdam,Nat,Boat,2000,1906
8/17/2011,Zuiderdam,Nat,Boat,2600,2624
8/24/2011,Zuiderdam,Nat,wood,250,222
8/24/2011,Zuiderdam,Nat,Ice,300,230
8/24/2011,Zuiderdam,Nat,wood,400,409
8/24/2011,Zuiderdam,Nat,Ice,500,444
8/24/2011,Zuiderdam,Nat,Bird,800,712
8/24/2011,Zuiderdam,Nat,Boat,4000,3756
8/29/2011,Diamond Princess,Nat,Ice,290,268
8/29/2011,Diamond Princess,Nat,Ice,300,271
8/29/2011,Diamond Princess,Nat,Ice,350,381
8/29/2011,Diamond Princess,Nat,Ice,450,422
8/29/2011,Diamond Princess,Nat,Ice,500,651
8/29/2011,Diamond Princess,Nat,Ice,700,857
8/29/2011,Diamond Princess,Nat,Ice,700,615
8/29/2011,Diamond Princess,Nat,Land,1100,1110
8/29/2011,Diamond Princess,Nat,Land,2000,2049
8/29/2011,Diamond Princess,Nat,Land,4500,3529
8/31/2011,Zuiderdam,Nat,Ice,200,237
8/31/2011,Zuiderdam,Nat,Ice,250,237
8/31/2011,Zuiderdam,Nat,Ice,250,225
8/31/2011,Zuiderdam,Nat,Ice,300,293
8/31/2011,Zuiderdam,Nat,Ice,300,313
8/31/2011,Zuiderdam,Nat,Ice,380,364
8/31/2011,Zuiderdam,Nat,Ice,900,789
8/31/2011,Zuiderdam,Nat,Land,1700,1525
8/31/2011,Zuiderdam,Nat,Land,2700,3259
8/31/2011,Zuiderdam,Nat,Land,4000,4103
9/4/2011,Volendam,Nat,Ice,130,159
9/4/2011,Volendam,Nat,Land,1000,1294
9/11/2011,Sea Princess,Nat,Ice,130,122
9/11/2011,Sea Princess,Nat,Ice,170,155
9/11/2011,Sea Princess,Nat,Ice,250,274
9/11/2011,Sea Princess,Nat,Ice,300,304
9/11/2011,Sea Princess,Nat,Ice,350,404
9/11/2011,Sea Princess,Nat,Ice,400,390
9/11/2011,Sea Princess,Nat,Ice,500,459
9/11/2011,Sea Princess,Nat,Ice,600,688
9/11/2011,Sea Princess,Nat,Land,800,577
9/11/2011,Sea Princess,Nat,Land,1400,1412
9/12/2011,Diamond Princess,Nat,Ice,170,195
9/12/2011,Diamond Princess,Nat,Ice,400,433
9/12/2011,Diamond Princess,Nat,Ice,400,384
9/12/2011,Diamond Princess,Nat,Ice,450,473
9/12/2011,Diamond Princess,Nat,Ice,800,607
9/12/2011,Diamond Princess,Nat,Land,1000,1130
9/12/2011,Diamond Princess,Nat,Ice,1000,944
9/12/2011,Diamond Princess,Nat,Land,1200,1934
9/12/2011,Diamond Princess,Nat,Land,1400,1066
9/12/2011,Diamond Princess,Nat,Land,2200,2341
9/14/2011,Zuiderdam,Nat,,,0
9/16/2011,Statendam,Nat,Ice,70,62
9/16/2011,Statendam,Nat,Ice,90,94
9/16/2011,Statendam,Nat,Ice,360,332
9/16/2011,Statendam,Nat,Ice,400,380
9/16/2011,Statendam,Nat,Land,1800,1911
9/17/2011,Carnival Spirit,Nat,Bird,100,102
9/17/2011,Carnival Spirit,Nat,Bird,400,425
9/17/2011,Carnival Spirit,Nat,Bird,500,446
9/17/2011,Carnival Spirit,Nat,Bird,550,542
9/17/2011,Carnival Spirit,Nat,Land,1800,1615
9/17/2011,Carnival Spirit,Nat,Land,3500,4010
9/18/2011,Amsterdam,Nat,Ice,110,118
9/18/2011,Amsterdam,Nat,Ice,150,176
9/18/2011,Amsterdam,Nat,Ice,180,193
9/18/2011,Amsterdam,Nat,Bird,350,347
9/18/2011,Amsterdam,Nat,Ice,380,325
9/18/2011,Amsterdam,Nat,Ice,400,406
9/18/2011,Amsterdam,Nat,Land,600,600
9/18/2011,Amsterdam,Nat,Land,2200,2501
5/2/2012,Zaandam,Nat,Ice,200,252
5/2/2012,Zaandam,Nat,Ice,600,641
5/2/2012,Zaandam,Nat,Land,1200,1195
5/2/2012,Zaandam,Nat,Land,1900,1766
5/5/2012,Carnival Spirit,Nat,Ice,30,36
5/5/2012,Carnival Spirit,Nat,Ice,100,119
5/5/2012,Carnival Spirit,Nat,Ice,200,188
5/5/2012,Carnival Spirit,Nat,Ice,350,385
5/5/2012,Carnival Spirit,Nat,Ice,400,451
5/5/2012,Carnival Spirit,Nat,Ice,500,602
5/5/2012,Carnival Spirit,Nat,Ice,600,665
5/5/2012,Carnival Spirit,Nat,Ice,900,1027
5/5/2012,Carnival Spirit,Nat,Land,1200,1018
5/5/2012,Carnival Spirit,Nat,Ice,1300,1236
5/10/2012,Norwegian Pearl,Nat,Seweed,90,80
5/10/2012,Norwegian Pearl,Nat,Bird,110,118
5/10/2012,Norwegian Pearl,Nat,Bird,210,283
5/10/2012,Norwegian Pearl,Nat,Boat,1300,1408
5/10/2012,Norwegian Pearl,Nat,Land,1900,2214
5/10/2012,Norwegian Pearl,Nat,Land,2500,2551
5/10/2012,Norwegian Pearl,Nat,Land,4500,3881
5/13/2012,Volendam,Nat,Ice,90,94
5/13/2012,Volendam,Nat,Ice,190,258
5/13/2012,Volendam,Nat,Ice,200,208
5/13/2012,Volendam,Nat,Ice,220,279
5/13/2012,Volendam,Nat,Ice,250,340
5/13/2012,Volendam,Nat,Ice,400,370
5/13/2012,Volendam,Nat,Ice,450,408
5/13/2012,Volendam,Nat,Ice,600,696
5/13/2012,Volendam,Nat,Ice,680,764
5/13/2012,Volendam,Nat,Ice,780,639
5/17/2012,Norwegian Pearl,Nat,Ice,170,156
5/17/2012,Norwegian Pearl,Nat,Ice,300,295
5/17/2012,Norwegian Pearl,Nat,Ice,400,338
5/17/2012,Norwegian Pearl,Nat,Ice,450,418
5/17/2012,Norwegian Pearl,Nat,Ice,600,653
5/17/2012,Norwegian Pearl,Nat,Ice,1100,896
5/18/2012,Sea Princess,Nat,Ice,120,154
5/18/2012,Sea Princess,Nat,Ice,170,183
5/18/2012,Sea Princess,Nat,Ice,300,349
5/18/2012,Sea Princess,Nat,Ice,400,367
5/18/2012,Sea Princess,Nat,Ice,420,370
5/18/2012,Sea Princess,Nat,Ice,450,497
5/18/2012,Sea Princess,Nat,Ice,650,843
5/18/2012,Sea Princess,Nat,Ice,1100,1192
5/18/2012,Sea Princess,Nat,Ice,1200,1097
5/18/2012,Sea Princess,Nat,Ice,1400,1474
5/19/2012,Coral Princess,Nat,Ice,100,105
5/19/2012,Coral Princess,Nat,Ice,140,158
5/19/2012,Coral Princess,Nat,Ice,200,198
5/19/2012,Coral Princess,Nat,Ice,340,337
5/19/2012,Coral Princess,Nat,Ice,390,441
5/19/2012,Coral Princess,Nat,Ice,450,506
5/19/2012,Coral Princess,Nat,Ice,500,619
5/19/2012,Coral Princess,Nat,Ice,500,421
5/19/2012,Coral Princess,Nat,Ice,850,976
5/19/2012,Coral Princess,Nat,Ice,1200,982
5/21/2012,Amsterdam,Nat,Ice,200,245
5/21/2012,Amsterdam,Nat,Ice,260,276
5/21/2012,Amsterdam,Nat,Ice,350,412
5/21/2012,Amsterdam,Nat,Ice,400,293
5/21/2012,Amsterdam,Nat,Ice,450,479
5/21/2012,Amsterdam,Nat,Ice,1000,1080
5/21/2012,Amsterdam,Nat,Ice,1100,747
5/22/2012,Westerdam,Nat,Ice,80,75
5/22/2012,Westerdam,Nat,Ice,130,143
5/22/2012,Westerdam,Nat,Ice,200,236
5/22/2012,Westerdam,Nat,Ice,250,323
5/22/2012,Westerdam,Nat,Ice,450,369
5/22/2012,Westerdam,Nat,Ice,600,702
5/22/2012,Westerdam,Nat,Ice,650,528
5/22/2012,Westerdam,Nat,Ice,650,744
5/22/2012,Westerdam,Nat,Ice,1200,1635
5/24/2012,Sapphire Princess,Nat,Ice,250,299
5/24/2012,Sapphire Princess,Nat,Ice,300,357
5/24/2012,Sapphire Princess,Nat,Ice,350,424
5/24/2012,Sapphire Princess,Nat,Ice,500,532
5/24/2012,Sapphire Princess,Nat,Ice,650,783
5/24/2012,Sapphire Princess,Nat,Ice,900,1092
5/24/2012,Sapphire Princess,Nat,Land,1100,878
5/24/2012,Sapphire Princess,Nat,Ice,1300,1355
5/24/2012,Sapphire Princess,Nat,Land,2100,2550
5/24/2012,Sapphire Princess,Nat,Land,2700,2774
5/25/2012,Statendam,Nat,Ice,40,41
5/25/2012,Statendam,Nat,Ice,150,198
5/25/2012,Statendam,Nat,Ice,200,196
5/25/2012,Statendam,Nat,Ice,450,485
5/25/2012,Statendam,Nat,Ice,450,530
5/25/2012,Statendam,Nat,Ice,500,427
5/25/2012,Statendam,Nat,Ice,550,632
5/25/2012,Statendam,Nat,Ice,800,820
5/25/2012,Statendam,Nat,Ice,900,743
5/25/2012,Statendam,Nat,Ice,1200,1181
5/27/2012,Volendam,Nat,Ice,100,95
5/27/2012,Volendam,Nat,Ice,140,140
5/27/2012,Volendam,Nat,Ice,230,280
5/27/2012,Volendam,Nat,Ice,300,347
5/27/2012,Volendam,Nat,Ice,310,318
5/27/2012,Volendam,Nat,Ice,480,447
5/27/2012,Volendam,Nat,Ice,500,464
5/27/2012,Volendam,Nat,Ice,600,592
5/27/2012,Volendam,Nat,Ice,750,628
5/27/2012,Volendam,Nat,Ice,1000,1206
5/29/2012,Statendam,Nat,Ice,80,75
5/29/2012,Statendam,Nat,Ice,90,92
5/29/2012,Statendam,Nat,Ice,250,229
5/29/2012,Statendam,Nat,Ice,290,308
5/29/2012,Statendam,Nat,Ice,600,456
5/29/2012,Statendam,Nat,Ice,1250,1330
5/31/2012,Diamond Princess,Nat,Ice,200,240
5/31/2012,Diamond Princess,Nat,Ice,250,233
5/31/2012,Diamond Princess,Nat,Ice,340,406
5/31/2012,Diamond Princess,Nat,Ice,350,364
5/31/2012,Diamond Princess,Nat,Ice,400,470
5/31/2012,Diamond Princess,Nat,Ice,550,484
5/31/2012,Diamond Princess,Nat,Ice,600,615
5/31/2012,Diamond Princess,Nat,Ice,900,926
5/31/2012,Diamond Princess,Nat,Ice,1100,1182
5/31/2012,Diamond Princess,Nat,Ice,1500,1562
6/1/2012,Island Princess,Nat,Ice,100,85
6/1/2012,Island Princess,Nat,Ice,150,149
6/1/2012,Island Princess,Nat,Ice,280,281
6/1/2012,Island Princess,Nat,Ice,300,287
6/1/2012,Island Princess,Nat,Ice,450,397
6/1/2012,Island Princess,Nat,Ice,560,471
6/1/2012,Island Princess,Nat,Ice,650,547
6/1/2012,Island Princess,Nat,Ice,700,922
6/1/2012,Island Princess,Nat,Ice,700,767
6/1/2012,Island Princess,Nat,Ice,1200,980
6/3/2012,Volendam,Nat,Ice,100,102
6/3/2012,Volendam,Nat,Ice,120,133
6/3/2012,Volendam,Nat,Ice,230,257
6/3/2012,Volendam,Nat,Ice,350,399
6/3/2012,Volendam,Nat,Ice,370,321
6/3/2012,Volendam,Nat,Ice,500,519
6/3/2012,Volendam,Nat,Ice,700,660
6/3/2012,Volendam,Nat,Ice,1000,1228
6/3/2012,Volendam,Nat,Ice,1500,1576
6/3/2012,Volendam,Nat,Ice,1700,1837
6/4/2012,Diamond Princess,Nat,Ice,150,181
6/4/2012,Diamond Princess,Nat,Ice,200,222
6/4/2012,Diamond Princess,Nat,Ice,300,327
6/4/2012,Diamond Princess,Nat,Ice,350,384
6/4/2012,Diamond Princess,Nat,Ice,420,494
6/4/2012,Diamond Princess,Nat,Bird,500,458
6/4/2012,Diamond Princess,Nat,Ice,550,538
6/4/2012,Diamond Princess,Nat,Ice,700,713
6/4/2012,Diamond Princess,Nat,Ice,1000,1077
6/4/2012,Diamond Princess,Nat,Ice,1000,1158
6/6/2012,Zuiderdam,Nat,Ice,80,77
6/6/2012,Zuiderdam,Nat,Ice,110,108
6/6/2012,Zuiderdam,Nat,Ice,150,167
6/6/2012,Zuiderdam,Nat,Ice,250,304
6/6/2012,Zuiderdam,Nat,Land,1200,1440
6/6/2012,Zuiderdam,Nat,Land,2500,2902
6/6/2012,Zuiderdam,Nat,Land,5000,5533
6/8/2012,Statendam,Nat,Ice,80,70
6/8/2012,Statendam,Nat,Ice,200,197
6/8/2012,Statendam,Nat,Ice,400,392
6/8/2012,Statendam,Nat,Ice,600,551
6/8/2012,Statendam,Nat,Ice,1100,1002
6/8/2012,Statendam,Nat,Land,1200,1175
6/12/2012,Statendam,Nat,Ice,80,77
6/12/2012,Statendam,Nat,Ice,90,75
6/12/2012,Statendam,Nat,Ice,200,242
6/12/2012,Statendam,Nat,Ice,200,263
6/12/2012,Statendam,Nat,Ice,300,434
6/12/2012,Statendam,Nat,Ice,300,362
6/12/2012,Statendam,Nat,Ice,600,631
6/12/2012,Statendam,Nat,Ice,750,676
6/12/2012,Statendam,Nat,Ice,1000,727
6/12/2012,Statendam,Nat,Ice,1300,1894
6/14/2012,Norwegian Pearl,Nat,Ice,80,85
6/14/2012,Norwegian Pearl,Nat,Ice,120,138
6/14/2012,Norwegian Pearl,Nat,Ice,250,226
6/14/2012,Norwegian Pearl,Nat,Ice,250,247
6/14/2012,Norwegian Pearl,Nat,Ice,280,295
6/14/2012,Norwegian Pearl,Nat,Ice,300,255
6/14/2012,Norwegian Pearl,Nat,Ice,500,610
6/14/2012,Norwegian Pearl,Nat,Ice,700,897
6/14/2012,Norwegian Pearl,Nat,Ice,800,841
6/14/2012,Norwegian Pearl,Nat,Ice,1200,1187
6/17/2012,Volendam,Nat,Ice,100,103
6/17/2012,Volendam,Nat,Ice,110,149
6/17/2012,Volendam,Nat,Ice,200,182
6/17/2012,Volendam,Nat,Ice,390,361
6/17/2012,Volendam,Nat,Ice,410,460
6/17/2012,Volendam,Nat,Ice,450,424
6/17/2012,Volendam,Nat,Ice,450,468
6/17/2012,Volendam,Nat,Ice,500,548
6/17/2012,Volendam,Nat,Ice,750,560
6/17/2012,Volendam,Nat,Ice,900,867
6/20/2012,Zuiderdam,Nat,Ice,50,50
6/20/2012,Zuiderdam,Nat,Ice,200,171
6/20/2012,Zuiderdam,Nat,Ice,200,216
6/20/2012,Zuiderdam,Nat,Ice,250,269
6/20/2012,Zuiderdam,Nat,Ice,400,321
6/20/2012,Zuiderdam,Nat,Ice,400,331
6/20/2012,Zuiderdam,Nat,Ice,550,475
6/20/2012,Zuiderdam,Nat,Ice,800,832
6/20/2012,Zuiderdam,Nat,Ice,900,864
6/20/2012,Zuiderdam,Nat,Ice,1200,1173
6/21/2012,Sapphire Princess,Nat,Ice,210,178
6/21/2012,Sapphire Princess,Nat,Ice,220,200
6/21/2012,Sapphire Princess,Nat,Ice,220,244
6/21/2012,Sapphire Princess,Nat,Ice,300,348
6/21/2012,Sapphire Princess,Nat,Ice,400,414
6/21/2012,Sapphire Princess,Nat,Ice,500,464
6/21/2012,Sapphire Princess,Nat,Ice,900,937
6/21/2012,Sapphire Princess,Nat,Ice,1000,1073
6/21/2012,Sapphire Princess,Nat,Land,1100,1315
6/21/2012,Sapphire Princess,Nat,Land,2100,2379
6/22/2012,Statendam,Nat,Ice,90,95
6/22/2012,Statendam,Nat,Ice,200,260
6/22/2012,Statendam,Nat,Ice,200,230
6/22/2012,Statendam,Nat,Ice,400,364
6/22/2012,Statendam,Nat,Land,1700,1723
6/22/2012,Statendam,Nat,Land,2200,2829
6/24/2012,Volendam,Nat,Ice,70,74
6/24/2012,Volendam,Nat,Ice,120,137
6/24/2012,Volendam,Nat,Ice,250,234
6/24/2012,Volendam,Nat,Ice,410,341
6/24/2012,Volendam,Nat,Boat,600,636
6/24/2012,Volendam,Nat,Boat,2100,2424
6/26/2012,Westerdam,Nat,Ice,110,126
6/26/2012,Westerdam,Nat,Ice,200,243
6/26/2012,Westerdam,Nat,Ice,220,268
6/26/2012,Westerdam,Nat,Ice,280,260
6/26/2012,Westerdam,Nat,Ice,300,303
6/26/2012,Westerdam,Nat,Ice,310,299
6/26/2012,Westerdam,Nat,Ice,400,439
6/26/2012,Westerdam,Nat,Ice,650,576
6/26/2012,Westerdam,Nat,Ice,1000,1124
6/26/2012,Westerdam,Nat,Ice,1300,1232
6/28/2012,Diamond Princess,Nat,Ice,240,256
6/28/2012,Diamond Princess,Nat,Ice,300,346
6/28/2012,Diamond Princess,Nat,Ice,340,329
6/28/2012,Diamond Princess,Nat,Ice,400,380
6/28/2012,Diamond Princess,Nat,Ice,400,374
6/28/2012,Diamond Princess,Nat,Ice,700,735
6/28/2012,Diamond Princess,Nat,Ice,1100,1880
6/28/2012,Diamond Princess,Nat,Land,1500,1674
6/28/2012,Diamond Princess,Nat,Land,2600,2974
6/28/2012,Diamond Princess,Nat,Land,5000,4074
6/30/2012,Coral Princess,Nat,Ice,80,83
6/30/2012,Coral Princess,Nat,Ice,140,149
6/30/2012,Coral Princess,Nat,Ice,350,477
6/30/2012,Coral Princess,Nat,Ice,420,417
6/30/2012,Coral Princess,Nat,Ice,500,404
6/30/2012,Coral Princess,Nat,Ice,500,535
6/30/2012,Coral Princess,Nat,Ice,600,732
6/30/2012,Coral Princess,Nat,Ice,850,898
6/30/2012,Coral Princess,Nat,Ice,900,1274
6/30/2012,Coral Princess,Nat,Ice,1200,1075
7/2/2012,Diamond Princess,Nat,Ice,240,244
7/2/2012,Diamond Princess,Nat,Ice,240,228
7/2/2012,Diamond Princess,Nat,Ice,270,253
7/2/2012,Diamond Princess,Nat,Ice,370,448
7/2/2012,Diamond Princess,Nat,Ice,450,455
7/2/2012,Diamond Princess,Nat,Ice,450,623
7/2/2012,Diamond Princess,Nat,Ice,650,800
7/2/2012,Diamond Princess,Nat,Ice,700,674
7/2/2012,Diamond Princess,Nat,Boat,850,769
7/2/2012,Diamond Princess,Nat,Ice,1500,1469
7/4/2012,Zuiderdam,Nat,Ice,100,120
7/4/2012,Zuiderdam,Nat,Ice,120,98
7/4/2012,Zuiderdam,Nat,Ice,230,282
7/4/2012,Zuiderdam,Nat,Ice,420,510
7/4/2012,Zuiderdam,Nat,Ice,600,679
7/4/2012,Zuiderdam,Nat,Ice,600,689
7/4/2012,Zuiderdam,Nat,Ice,800,704
7/4/2012,Zuiderdam,Nat,Ice,800,805
7/4/2012,Zuiderdam,Nat,Ice,1600,2088
7/9/2012,Island Princess,Nat,Ice,200,158
7/9/2012,Island Princess,Nat,Ice,200,161
7/9/2012,Island Princess,Nat,Ice,300,328
7/9/2012,Island Princess,Nat,Ice,380,372
7/9/2012,Island Princess,Nat,Ice,450,467
7/9/2012,Island Princess,Nat,Ice,550,681
7/9/2012,Island Princess,Nat,Ice,700,763
7/9/2012,Island Princess,Nat,Ice,750,865
7/9/2012,Island Princess,Nat,Ice,950,671
7/9/2012,Island Princess,Nat,Ice,2000,1452
7/10/2012,Westerdam,Nat,Ice,70,86
7/10/2012,Westerdam,Nat,Ice,140,184
7/10/2012,Westerdam,Nat,Ice,410,397
7/10/2012,Westerdam,Nat,Ice,450,348
7/10/2012,Westerdam,Nat,Land,1200,1077
7/10/2012,Westerdam,Nat,Land,2500,2205
7/10/2012,Westerdam,Nat,Land,2800,2730
7/12/2012,Norwegian Pearl,Nat,Ice,80,86
7/12/2012,Norwegian Pearl,Nat,Ice,240,294
7/12/2012,Norwegian Pearl,Nat,Ice,250,357
7/12/2012,Norwegian Pearl,Nat,Ice,300,238
7/12/2012,Norwegian Pearl,Nat,Ice,400,449
7/12/2012,Norwegian Pearl,Nat,Ice,420,488
7/12/2012,Norwegian Pearl,Nat,Ice,600,610
7/12/2012,Norwegian Pearl,Nat,Ice,800,956
7/12/2012,Norwegian Pearl,Nat,Ice,800,926
7/12/2012,Norwegian Pearl,Nat,Ice,1000,830
7/13/2012,Zaandam,Nat,,,0
7/15/2012,Volendam,Nat,Ice,80,88
7/15/2012,Volendam,Nat,Ice,120,146
7/15/2012,Volendam,Nat,Ice,200,200
7/15/2012,Volendam,Nat,Ice,240,203
7/15/2012,Volendam,Nat,Ice,250,319
7/15/2012,Volendam,Nat,Ice,450,441
7/15/2012,Volendam,Nat,Ice,600,578
7/15/2012,Volendam,Nat,Ice,600,654
7/15/2012,Volendam,Nat,Ice,600,563
7/15/2012,Volendam,Nat,Ice,1400,1649
7/18/2012,Zuiderdam,Nat,Ice,120,104
7/18/2012,Zuiderdam,Nat,Ice,320,322
7/18/2012,Zuiderdam,Nat,Ice,360,346
7/18/2012,Zuiderdam,Nat,Ice,420,371
7/18/2012,Zuiderdam,Nat,Ice,430,409
7/18/2012,Zuiderdam,Nat,Ice,500,478
7/18/2012,Zuiderdam,Nat,Ice,600,597
7/18/2012,Zuiderdam,Nat,Ice,690,905
